06/01/2018 08.46:04;SSI-D00864614-XL-NAV;Deklia Plain Casual Blouse (XL,Navy);1;110000;110000;Pesanan ID-20180106-668414
06/01/2018 07.23:10;SSI-D01401064-XL-RED;Zeomila Zipper Casual Blouse (XL,Red);1;125000;125000;Pesanan ID-20180106-011810
06/01/2018 07.23:10;SSI-D01466064-X3-BLA;Salyara Plain Casual Big Blouse (XXXL,Black);1;110000;110000;Pesanan ID-20180106-011810
06/01/2018 06.50:02;SSI-D01401064-XL-RED;Zeomila Zipper Casual Blouse (XL,Red);1;120000;120000;Pesanan ID-20180106-821540
06/01/2018 05.47:42;SSI-D01220338-XX-SAL;Devibav Plain Trump Blouse (XXL,Salem);1;125000;125000;Pesanan ID-20180106-477498
06/01/2018 04.21:48;SSI-D01322275-XL-WHI;Thafqya Plain Raglan Blouse (XL,White);1;115000;115000;Pesanan ID-20180106-122138
06/01/2018 04.21:48;SSI-D01401050-MM-RED;Zeomila Zipper Casual Blouse (M,Red);1;120000;120000;Pesanan ID-20180106-122138
06/01/2018 03.31:53;SSI-D01220346-LL-SAL;Devibav Plain Trump Blouse (L,Salem);1;125000;125000;Pesanan ID-20180106-622958
06/01/2018 03.22:54;SSI-D01401064-XL-RED;Zeomila Zipper Casual Blouse (XL,Red);1;130000;130000;Pesanan ID-20180106-326196
06/01/2018 02.34:20;SSI-D01220355-XX-YEL;Devibav Plain Trump Blouse (XXL,Yellow);1;115000;115000;Pesanan ID-20180106-599823
06/01/2018 01.39:03;SSI-D01401071-LL-RED;Zeomila Zipper Casual Blouse (L,Red);1;115000;115000;Pesanan ID-20180106-995006
06/01/2018 01.39:03;SSI-D01322234-LL-WHI;Thafqya Plain Raglan Blouse (L,White);1;125000;125000;Pesanan ID-20180106-995006
06/01/2018 00.53:40;SSI-D01401064-XL-RED;Zeomila Zipper Casual Blouse (XL,Red);1;130000;130000;Pesanan ID-20180106-952955
06/01/2018 00.44:38;SSI-D01322275-XL-WHI;Thafqya Plain Raglan Blouse (XL,White);1;120000;120000;Pesanan ID-20180106-137612
05/01/2018 20.10:56;SSI-D01037812-X3-BLA;Dellaya Plain Loose Big Blouse (XXXL,Black);1;130000;130000;Pesanan ID-20180105-708484
05/01/2018 20.10:56;SSI-D01401071-LL-RED;Zeomila Zipper Casual Blouse (L,Red);1;110000;110000;Pesanan ID-20180105-708484
05/01/2018 20.04:19;SSI-D00864612-LL-NAV;Deklia Plain Casual Blouse (L,Navy);1;120000;120000;Pesanan ID-20180105-452199
05/01/2018 16.38:10;SSI-D01220388-MM-SAL;Devibav Plain Trump Blouse (M,Salem);1;115000;115000;Pesanan ID-20180105-241122
05/01/2018 16.38:10;SSI-D01220355-XX-YEL;Devibav Plain Trump Blouse (XXL,Yellow);1;110000;110000;Pesanan ID-20180105-241122
05/01/2018 14.35:12;SSI-D01466064-X3-BLA;Salyara Plain Casual Big Blouse (XXXL,Black);1;125000;125000;Pesanan ID-20180105-062130
05/01/2018 14.33:30;SSI-D01401064-XL-RED;Zeomila Zipper Casual Blouse (XL,Red);1;120000;120000;Pesanan ID-20180105-969432
05/01/2018 13.59:31;SSI-D01037822-XX-BLA;Dellaya Plain Loose Big Blouse (XXL,Black);1;115000;115000;Pesanan ID-20180105-865417
05/01/2018 13.59:31;SSI-D00864612-LL-NAV;Deklia Plain Casual Blouse (L,Navy);1;115000;115000;Pesanan ID-20180105-865417
05/01/2018 13.28:17;SSI-D01466013-XX-BLA;Salyara Plain Casual Big Blouse (XXL,Black);1;110000;110000;Pesanan ID-20180105-480016
05/01/2018 13.28:17;SSI-D01401071-LL-RED;Zeomila Zipper Casual Blouse (L,Red);1;120000;120000;Pesanan ID-20180105-480016
05/01/2018 13.04:31;SSI-D01466064-X3-BLA;Salyara Plain Casual Big Blouse (XXXL,Black);1;120000;120000;Pesanan ID-20180105-072726
05/01/2018 12.53:54;SSI-D01401050-MM-RED;Zeomila Zipper Casual Blouse (M,Red);1;120000;120000;Pesanan ID-20180105-103404
05/01/2018 11.48:32;SSI-D00864614-XL-NAV;Deklia Plain Casual Blouse (XL,Navy);1;115000;115000;Pesanan ID-20180105-290734
05/01/2018 11.33:15;SSI-D01401064-XL-RED;Zeomila Zipper Casual Blouse (XL,Red);1;115000;115000;Pesanan ID-20180105-227687
05/01/2018 11.08:48;SSI-D01401071-LL-RED;Zeomila Zipper Casual Blouse (L,Red);1;110000;110000;Pesanan ID-20180105-740096
05/01/2018 10.25:37;SSI-D01401071-LL-RED;Zeomila Zipper Casual Blouse (L,Red);1;130000;130000;Pesanan ID-20180105-373123
05/01/2018 10.19:21;SSI-D00791091-XL-BWH;Zalekia Plain Casual Blouse (XL,Broken White);1;125000;125000;Pesanan ID-20180105-522085
05/01/2018 08.15:36;SSI-D00864661-MM-NAV;Deklia Plain Casual Blouse (M,Navy);1;120000;120000;Pesanan ID-20180105-695274
05/01/2018 08.15:36;SSI-D01401050-MM-RED;Zeomila Zipper Casual Blouse (M,Red);1;120000;120000;Pesanan ID-20180105-695274
05/01/2018 07.10:32;SSI-D01220338-XX-SAL;Devibav Plain Trump Blouse (XXL,Salem);1;130000;130000;Pesanan ID-20180105-014693
05/01/2018 06.33:12;SSI-D01401071-LL-RED;Zeomila Zipper Casual Blouse (L,Red);1;115000;115000;Pesanan ID-20180105-773319
05/01/2018 06.33:12;SSI-D00864612-LL-NAV;Deklia Plain Casual Blouse (L,Navy);1;130000;130000;Pesanan ID-20180105-773319
05/01/2018 06.14:16;SSI-D00864661-MM-NAV;Deklia Plain Casual Blouse (M,Navy);1;0;0;Barang Hilang
05/01/2018 04.44:39;SSI-D00864661-MM-NAV;Deklia Plain Casual Blouse (M,Navy);1;130000;130000;Pesanan ID-20180105-076908
05/01/2018 04.13:39;SSI-D00864661-MM-NAV;Deklia Plain Casual Blouse (M,Navy);1;120000;120000;Pesanan ID-20180105-600820
05/01/2018 03.42:40;SSI-D00864612-LL-NAV;Deklia Plain Casual Blouse (L,Navy);1;120000;120000;Pesanan ID-20180105-247474
05/01/2018 03.42:40;SSI-D01322234-LL-WHI;Thafqya Plain Raglan Blouse (L,White);1;115000;115000;Pesanan ID-20180105-720461
05/01/2018 02.30:49;SSI-D01466064-X3-BLA;Salyara Plain Casual Big Blouse (XXXL,Black);1;115000;115000;Pesanan ID-20180105-595608
05/01/2018 02.30:49;SSI-D00864612-LL-NAV;Deklia Plain Casual Blouse (L,Navy);1;130000;130000;Pesanan ID-20180105-595608
05/01/2018 02.29:37;SSI-D00864614-XL-NAV;Deklia Plain Casual Blouse (XL,Navy);1;120000;120000;Pesanan ID-20180105-762941
05/01/2018 02.06:48;SSI-D01220338-XX-SAL;Devibav Plain Trump Blouse (XXL,Salem);1;115000;115000;Pesanan ID-20180105-101047
05/01/2018 02.06:48;SSI-D01322234-LL-WHI;Thafqya Plain Raglan Blouse (L,White);1;115000;115000;Pesanan ID-20180105-101047
05/01/2018 01.01:57;SSI-D01322275-XL-WHI;Thafqya Plain Raglan Blouse (XL,White);1;110000;110000;Pesanan ID-20180105-850240
05/01/2018 01.01:57;SSI-D01466064-X3-BLA;Salyara Plain Casual Big Blouse (XXXL,Black);1;130000;130000;Pesanan ID-20180105-850240
05/01/2018 00.51:18;SSI-D01466064-X3-BLA;Salyara Plain Casual Big Blouse (XXXL,Black);1;110000;110000;Pesanan ID-20180105-511121
05/01/2018 00.07:22;SSI-D01220338-XX-SAL;Devibav Plain Trump Blouse (XXL,Salem);1;120000;120000;Pesanan ID-20180105-991431
05/01/2018 00.07:22;SSI-D00864612-LL-NAV;Deklia Plain Casual Blouse (L,Navy);1;120000;120000;Pesanan ID-20180105-991431
04/01/2018 23.37:14;SSI-D01466064-X3-BLA;Salyara Plain Casual Big Blouse (XXXL,Black);1;130000;130000;Pesanan ID-20180104-627761
04/01/2018 22.48:26;SSI-D01220338-XX-SAL;Devibav Plain Trump Blouse (XXL,Salem);1;120000;120000;Pesanan ID-20180104-665186
04/01/2018 14.51:52;SSI-D01220388-MM-SAL;Devibav Plain Trump Blouse (M,Salem);1;0;0;Barang Hilang
04/01/2018 14.48:37;SSI-D00864661-MM-NAV;Deklia Plain Casual Blouse (M,Navy);1;125000;125000;Pesanan ID-20180104-472717
04/01/2018 12.38:09;SSI-D01037822-XX-BLA;Dellaya Plain Loose Big Blouse (XXL,Black);1;130000;130000;Pesanan ID-20180104-519721
04/01/2018 12.01:07;SSI-D01322234-LL-WHI;Thafqya Plain Raglan Blouse (L,White);1;125000;125000;Pesanan ID-20180104-814281
04/01/2018 12.01:07;SSI-D01401050-MM-RED;Zeomila Zipper Casual Blouse (M,Red);1;120000;120000;Pesanan ID-20180104-814281
04/01/2018 11.44:44;SSI-D01326299-LL-NAV;Siunfhi Ethnic Trump Blouse (L,Navy);1;120000;120000;Pesanan ID-20180104-691716
04/01/2018 10.29:22;SSI-D01466064-X3-BLA;Salyara Plain Casual Big Blouse (XXXL,Black);1;130000;130000;Pesanan ID-20180104-657887
04/01/2018 10.29:22;SSI-D01037822-XX-BLA;Dellaya Plain Loose Big Blouse (XXL,Black);1;115000;115000;Pesanan ID-20180104-657887
04/01/2018 08.54:06;SSI-D00864614-XL-NAV;Deklia Plain Casual Blouse (XL,Navy);1;125000;125000;Pesanan ID-20180104-888077
04/01/2018 08.25:36;SSI-D01401071-LL-RED;Zeomila Zipper Casual Blouse (L,Red);1;130000;130000;Pesanan ID-20180104-770524
04/01/2018 08.25:36;SSI-D01220334-XL-YEL;Devibav Plain Trump Blouse (XL,Yellow);1;120000;120000;Pesanan ID-20180104-770524
04/01/2018 07.41:35;SSI-D00864614-XL-NAV;Deklia Plain Casual Blouse (XL,Navy);1;125000;125000;Pesanan ID-20180104-110389
04/01/2018 07.22:16;SSI-D01037812-X3-BLA;Dellaya Plain Loose Big Blouse (XXXL,Black);1;110000;110000;Pesanan ID-20180104-514620
04/01/2018 06.21:12;SSI-D00864652-SS-NAV;Deklia Plain Casual Blouse (S,Navy);1;115000;115000;Pesanan ID-20180104-671852
04/01/2018 06.21:12;SSI-D01466064-X3-BLA;Salyara Plain Casual Big Blouse (XXXL,Black);1;110000;110000;Pesanan ID-20180104-671852
04/01/2018 05.58:02;SSI-D01401064-XL-RED;Zeomila Zipper Casual Blouse (XL,Red);1;110000;110000;Pesanan ID-20180104-172139
04/01/2018 05.49:04;SSI-D00864614-XL-NAV;Deklia Plain Casual Blouse (XL,Navy);1;115000;115000;Pesanan ID-20180104-653179
04/01/2018 05.08:26;SSI-D00864612-LL-NAV;Deklia Plain Casual Blouse (L,Navy);1;110000;110000;Pesanan ID-20180104-796899
04/01/2018 05.08:26;SSI-D01401050-MM-RED;Zeomila Zipper Casual Blouse (M,Red);1;115000;115000;Pesanan ID-20180104-796899
04/01/2018 04.48:09;SSI-D01220355-XX-YEL;Devibav Plain Trump Blouse (XXL,Yellow);1;120000;120000;Pesanan ID-20180104-417663
04/01/2018 04.34:54;SSI-D01037822-XX-BLA;Dellaya Plain Loose Big Blouse (XXL,Black);1;120000;120000;Pesanan ID-20180104-944080
04/01/2018 03.49:20;SSI-D00864661-MM-NAV;Deklia Plain Casual Blouse (M,Navy);1;110000;110000;Pesanan ID-20180104-394857
04/01/2018 03.49:20;SSI-D00864614-XL-NAV;Deklia Plain Casual Blouse (XL,Navy);1;125000;125000;Pesanan ID-20180104-394857
04/01/2018 03.22:58;SSI-D01220357-SS-YEL;Devibav Plain Trump Blouse (S,Yellow);1;115000;115000;Pesanan ID-20180104-441349
04/01/2018 03.04:21;SSI-D01466064-X3-BLA;Salyara Plain Casual Big Blouse (XXXL,Black);1;120000;120000;Pesanan ID-20180104-281342
04/01/2018 02.47:24;SSI-D00864614-XL-NAV;Deklia Plain Casual Blouse (XL,Navy);1;115000;115000;Pesanan ID-20180104-178216
04/01/2018 02.47:24;SSI-D01322234-LL-WHI;Thafqya Plain Raglan Blouse (L,White);1;110000;110000;Pesanan ID-20180104-178216
04/01/2018 01.30:17;SSI-D01401071-LL-RED;Zeomila Zipper Casual Blouse (L,Red);1;125000;125000;Pesanan ID-20180104-826098
04/01/2018 00.36:14;SSI-D01037812-X3-BLA;Dellaya Plain Loose Big Blouse (XXXL,Black);1;130000;130000;Pesanan ID-20180104-605558
03/01/2018 23.53:20;SSI-D00864652-SS-NAV;Deklia Plain Casual Blouse (S,Navy);1;130000;130000;Pesanan ID-20180103-542227
03/01/2018 15.24:20;SSI-D01220322-MM-YEL;Devibav Plain Trump Blouse (M,Yellow);1;130000;130000;Pesanan ID-20180103-999499
03/01/2018 15.07:31;SSI-D01322234-LL-WHI;Thafqya Plain Raglan Blouse (L,White);1;130000;130000;Pesanan ID-20180103-234549
03/01/2018 14.55:53;SSI-D00864614-XL-NAV;Deklia Plain Casual Blouse (XL,Navy);1;130000;130000;Pesanan ID-20180103-550533
03/01/2018 13.11:28;SSI-D00864612-LL-NAV;Deklia Plain Casual Blouse (L,Navy);1;130000;130000;Pesanan ID-20180103-098297
03/01/2018 13.11:28;SSI-D01466013-XX-BLA;Salyara Plain Casual Big Blouse (XXL,Black);1;120000;120000;Pesanan ID-20180103-098297
03/01/2018 12.37:38;SSI-D00864661-MM-NAV;Deklia Plain Casual Blouse (M,Navy);1;110000;110000;Pesanan ID-20180103-488855
03/01/2018 12.05:53;SSI-D00864614-XL-NAV;Deklia Plain Casual Blouse (XL,Navy);1;130000;130000;Pesanan ID-20180103-094530
03/01/2018 12.05:53;SSI-D00864614-XL-NAV;Deklia Plain Casual Blouse (XL,Navy);1;120000;120000;Pesanan ID-20180103-094530
03/01/2018 09.46:13;SSI-D01401071-LL-RED;Zeomila Zipper Casual Blouse (L,Red);1;110000;110000;Pesanan ID-20180103-281889
03/01/2018 09.09:45;SSI-D01466064-X3-BLA;Salyara Plain Casual Big Blouse (XXXL,Black);1;125000;125000;Pesanan ID-20180103-082704
03/01/2018 08.24:30;SSI-D00864652-SS-NAV;Deklia Plain Casual Blouse (S,Navy);1;110000;110000;Pesanan ID-20180103-448394
03/01/2018 07.47:38;SSI-D01401050-MM-RED;Zeomila Zipper Casual Blouse (M,Red);1;125000;125000;Pesanan ID-20180103-784881
03/01/2018 07.47:38;SSI-D01401071-LL-RED;Zeomila Zipper Casual Blouse (L,Red);1;115000;115000;Pesanan ID-20180103-784881
03/01/2018 07.36:33;SSI-D00864614-XL-NAV;Deklia Plain Casual Blouse (XL,Navy);1;120000;120000;Pesanan ID-20180103-607160
03/01/2018 04.10:59;SSI-D01322275-XL-WHI;Thafqya Plain Raglan Blouse (XL,White);1;110000;110000;Pesanan ID-20180103-909055
03/01/2018 04.10:59;SSI-D00864612-LL-NAV;Deklia Plain Casual Blouse (L,Navy);1;120000;120000;Pesanan ID-20180103-909055
03/01/2018 03.46:33;SSI-D01326205-MM-NAV;Siunfhi Ethnic Trump Blouse (M,Navy);1;110000;110000;Pesanan ID-20180103-682889
03/01/2018 02.44:35;SSI-D01466013-XX-BLA;Salyara Plain Casual Big Blouse (XXL,Black);1;115000;115000;Pesanan ID-20180103-997769
03/01/2018 02.44:35;SSI-D00864614-XL-NAV;Deklia Plain Casual Blouse (XL,Navy);1;110000;110000;Pesanan ID-20180103-997769
03/01/2018 02.31:45;SSI-D01326201-XL-KHA;Siunfhi Ethnic Trump Blouse (XL,Khaki);1;110000;110000;Pesanan ID-20180103-436879
03/01/2018 01.44:37;SSI-D01326205-MM-NAV;Siunfhi Ethnic Trump Blouse (M,Navy);1;120000;120000;Pesanan ID-20180103-289144
03/01/2018 01.34:15;SSI-D01322234-LL-WHI;Thafqya Plain Raglan Blouse (L,White);1;110000;110000;Pesanan ID-20180103-714338
03/01/2018 00.34:29;SSI-D01220338-XX-SAL;Devibav Plain Trump Blouse (XXL,Salem);1;115000;115000;Pesanan ID-20180103-604954
02/01/2018 22.14:11;SSI-D01322234-LL-WHI;Thafqya Plain Raglan Blouse (L,White);1;0;0;Barang Rusak
02/01/2018 21.51:03;SSI-D01322275-XL-WHI;Thafqya Plain Raglan Blouse (XL,White);1;110000;110000;Pesanan ID-20180102-427280
02/01/2018 19.56:00;SSI-D01322275-XL-WHI;Thafqya Plain Raglan Blouse (XL,White);1;115000;115000;Pesanan ID-20180102-180156
02/01/2018 19.27:00;SSI-D00864652-SS-NAV;Deklia Plain Casual Blouse (S,Navy);1;120000;120000;Pesanan ID-20180102-093912
02/01/2018 15.06:43;SSI-D00864661-MM-NAV;Deklia Plain Casual Blouse (M,Navy);1;115000;115000;Pesanan ID-20180102-418554
02/01/2018 15.06:43;SSI-D00864652-SS-NAV;Deklia Plain Casual Blouse (S,Navy);1;130000;130000;Pesanan ID-20180102-418554
02/01/2018 13.45:27;SSI-D00864652-SS-NAV;Deklia Plain Casual Blouse (S,Navy);1;115000;115000;Pesanan ID-20180102-506428
02/01/2018 13.14:22;SSI-D00864661-MM-NAV;Deklia Plain Casual Blouse (M,Navy);1;115000;115000;Pesanan ID-20180102-308026
02/01/2018 09.14:14;SSI-D01037807-X3-BWH;Dellaya Plain Loose Big Blouse (XXXL,Broken White);1;120000;120000;Pesanan ID-20180102-760488
02/01/2018 08.52:27;SSI-D01466064-X3-BLA;Salyara Plain Casual Big Blouse (XXXL,Black);1;115000;115000;Pesanan ID-20180102-803756
02/01/2018 08.03:35;SSI-D01326299-LL-NAV;Siunfhi Ethnic Trump Blouse (L,Navy);1;110000;110000;Pesanan ID-20180102-804629
